,Gene Ontology,Metadata,Sex,Cell Type,Time Point,Tissue,deg_method,Term,-log10.p-value
40,Biological Process,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,N-glycan processing,1.83660755912875
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,gene expression,1.80990954079104
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,regulation of reactive oxygen species metabolic process,1.78287523203653
43,Biological Process,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,regulation of long-term synaptic potentiation,1.74336954796255
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,ERK1 and ERK2 cascade,1.66035425846718
45,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,RNA polymerase II transcription regulator complex,1.63824057851167
46,Biological Process,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,cellular iron ion homeostasis,1.62954800635397
47,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,fibroblast growth factor binding,1.62206126972424
48,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,metallopeptidase activity,1.58734556257037
49,Biological Process,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,positive regulation of ATP metabolic process,1.58564958333349
50,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,metal ion transmembrane transporter activity,1.51783401381219
51,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,vacuole,1.51518395615375
52,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,carboxy-lyase activity,1.48616020619266
53,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,L4,P150,CORT,DEsingle,beta-tubulin binding,1.45582188710873
0,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,myelination,3.57045823935648
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,DNA methylation,2.7740499571505
2,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,solute:proton symporter activity,2.63937941170992
3,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,transcriptionally active chromatin,2.59893873787888
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,lipid modification,2.45447321499496
5,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,skeletal system morphogenesis,2.30365593864595
6,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,dendrite,2.20878331796466
7,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,dephosphorylation,2.06064904263049
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,negative regulation of protein metabolic process,2.02680349724371
9,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,phosphoric ester hydrolase activity,1.80726378839174
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,homophilic cell adhesion via plasma membrane adhesion molecules,1.69783936239206
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,nuclear polyadenylation-dependent ncRNA catabolic process,1.69400971662628
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,regulation of fat cell proliferation,1.69400971662628
13,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,glycosyl compound catabolic process,1.69400971662628
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,"retrograde transport, vesicle recycling within Golgi",1.69400971662628
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,positive regulation of ATP biosynthetic process,1.69400971662628
16,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,gamma-secretase complex,1.69400971662628
17,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,"hydroxymethyl-, formyl- and related transferase activity",1.69400971662628
18,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,membrane raft distribution,1.62778887179408
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,oxygen transport,1.62778887179408
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,L-alanine transport,1.62778887179408
21,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",1.62778887179408
22,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,protein lipoylation,1.57052252520215
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,cellular response to forskolin,1.57052252520215
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,heterochromatin assembly,1.57052252520215
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,nose development,1.57052252520215
26,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,regulation of amyloid fibril formation,1.57052252520215
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,negative regulation of protein homooligomerization,1.57052252520215
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,response to ammonium ion,1.57052252520215
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,genetic imprinting,1.57052252520215
30,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,chromatin silencing complex,1.57052252520215
31,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,negative regulation of activin receptor signaling pathway,1.52009524847134
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,GABA receptor binding,1.52009524847134
33,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,transcription corepressor activity,1.49625414769393
34,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,adenylate cyclase binding,1.47506264211099
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,benzodiazepine receptor activity,1.47506264211099
36,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,protein kinase C activity,1.47506264211099
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,protein kinase C signaling,1.43439447481647
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,"synaptic transmission, GABAergic",1.43439447481647
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,heart process,1.43439447481647
40,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,prenyltransferase activity,1.43439447481647
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,skeletal muscle fiber development,1.39733006201737
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,ubiquinone metabolic process,1.33183044952376
43,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,negative regulation of hemopoiesis,1.33183044952376
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,negative regulation of anoikis,1.3025902516443
45,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,E18,CORT,DEsingle,syntaxin-1 binding,1.3025902516443
0,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,myelination,3.57045823935648
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,DNA methylation,2.7740499571505
2,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,solute:proton symporter activity,2.63937941170992
3,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,transcriptionally active chromatin,2.59893873787888
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,lipid modification,2.45447321499496
5,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,skeletal system morphogenesis,2.30365593864595
6,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,dendrite,2.20878331796466
7,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,dephosphorylation,2.06064904263049
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,negative regulation of protein metabolic process,2.02680349724371
9,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,phosphoric ester hydrolase activity,1.80726378839174
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,homophilic cell adhesion via plasma membrane adhesion molecules,1.69783936239206
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,nuclear polyadenylation-dependent ncRNA catabolic process,1.69400971662628
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,regulation of fat cell proliferation,1.69400971662628
13,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,glycosyl compound catabolic process,1.69400971662628
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,"retrograde transport, vesicle recycling within Golgi",1.69400971662628
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,positive regulation of ATP biosynthetic process,1.69400971662628
16,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,gamma-secretase complex,1.69400971662628
17,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,"hydroxymethyl-, formyl- and related transferase activity",1.69400971662628
18,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,membrane raft distribution,1.62778887179408
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,oxygen transport,1.62778887179408
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,L-alanine transport,1.62778887179408
21,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",1.62778887179408
22,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,protein lipoylation,1.57052252520215
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,cellular response to forskolin,1.57052252520215
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,heterochromatin assembly,1.57052252520215
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,nose development,1.57052252520215
26,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,regulation of amyloid fibril formation,1.57052252520215
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,negative regulation of protein homooligomerization,1.57052252520215
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,response to ammonium ion,1.57052252520215
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,genetic imprinting,1.57052252520215
30,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,chromatin silencing complex,1.57052252520215
31,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,negative regulation of activin receptor signaling pathway,1.52009524847134
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,GABA receptor binding,1.52009524847134
33,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,transcription corepressor activity,1.49625414769393
34,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,adenylate cyclase binding,1.47506264211099
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,benzodiazepine receptor activity,1.47506264211099
36,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,protein kinase C activity,1.47506264211099
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,protein kinase C signaling,1.43439447481647
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,"synaptic transmission, GABAergic",1.43439447481647
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,heart process,1.43439447481647
40,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,prenyltransferase activity,1.43439447481647
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,skeletal muscle fiber development,1.39733006201737
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,ubiquinone metabolic process,1.33183044952376
43,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,negative regulation of hemopoiesis,1.33183044952376
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,negative regulation of anoikis,1.3025902516443
45,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P30,CORT,DEsingle,syntaxin-1 binding,1.3025902516443
0,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,myelination,3.57045823935648
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,DNA methylation,2.7740499571505
2,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,solute:proton symporter activity,2.63937941170992
3,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,transcriptionally active chromatin,2.59893873787888
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,lipid modification,2.45447321499496
5,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,skeletal system morphogenesis,2.30365593864595
6,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,dendrite,2.20878331796466
7,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,dephosphorylation,2.06064904263049
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,negative regulation of protein metabolic process,2.02680349724371
9,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,phosphoric ester hydrolase activity,1.80726378839174
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,homophilic cell adhesion via plasma membrane adhesion molecules,1.69783936239206
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,nuclear polyadenylation-dependent ncRNA catabolic process,1.69400971662628
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,regulation of fat cell proliferation,1.69400971662628
13,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,glycosyl compound catabolic process,1.69400971662628
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,"retrograde transport, vesicle recycling within Golgi",1.69400971662628
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,positive regulation of ATP biosynthetic process,1.69400971662628
16,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,gamma-secretase complex,1.69400971662628
17,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,"hydroxymethyl-, formyl- and related transferase activity",1.69400971662628
18,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,membrane raft distribution,1.62778887179408
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,oxygen transport,1.62778887179408
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,L-alanine transport,1.62778887179408
21,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",1.62778887179408
22,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,protein lipoylation,1.57052252520215
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,cellular response to forskolin,1.57052252520215
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,heterochromatin assembly,1.57052252520215
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,nose development,1.57052252520215
26,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,regulation of amyloid fibril formation,1.57052252520215
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,negative regulation of protein homooligomerization,1.57052252520215
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,response to ammonium ion,1.57052252520215
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,genetic imprinting,1.57052252520215
30,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,chromatin silencing complex,1.57052252520215
31,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,negative regulation of activin receptor signaling pathway,1.52009524847134
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,GABA receptor binding,1.52009524847134
33,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,transcription corepressor activity,1.49625414769393
34,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,adenylate cyclase binding,1.47506264211099
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,benzodiazepine receptor activity,1.47506264211099
36,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,protein kinase C activity,1.47506264211099
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,protein kinase C signaling,1.43439447481647
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,"synaptic transmission, GABAergic",1.43439447481647
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,heart process,1.43439447481647
40,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,prenyltransferase activity,1.43439447481647
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,skeletal muscle fiber development,1.39733006201737
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,ubiquinone metabolic process,1.33183044952376
43,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,negative regulation of hemopoiesis,1.33183044952376
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,negative regulation of anoikis,1.3025902516443
45,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P60,CORT,DEsingle,syntaxin-1 binding,1.3025902516443
0,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,myelination,3.57045823935648
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,DNA methylation,2.7740499571505
2,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,solute:proton symporter activity,2.63937941170992
3,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,transcriptionally active chromatin,2.59893873787888
4,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,lipid modification,2.45447321499496
5,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,skeletal system morphogenesis,2.30365593864595
6,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,dendrite,2.20878331796466
7,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,dephosphorylation,2.06064904263049
8,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,negative regulation of protein metabolic process,2.02680349724371
9,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,phosphoric ester hydrolase activity,1.80726378839174
10,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,homophilic cell adhesion via plasma membrane adhesion molecules,1.69783936239206
11,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,nuclear polyadenylation-dependent ncRNA catabolic process,1.69400971662628
12,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,regulation of fat cell proliferation,1.69400971662628
13,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,glycosyl compound catabolic process,1.69400971662628
14,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,"retrograde transport, vesicle recycling within Golgi",1.69400971662628
15,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,positive regulation of ATP biosynthetic process,1.69400971662628
16,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,gamma-secretase complex,1.69400971662628
17,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,"hydroxymethyl-, formyl- and related transferase activity",1.69400971662628
18,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,membrane raft distribution,1.62778887179408
19,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,oxygen transport,1.62778887179408
20,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,L-alanine transport,1.62778887179408
21,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity",1.62778887179408
22,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,protein lipoylation,1.57052252520215
23,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,cellular response to forskolin,1.57052252520215
24,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,heterochromatin assembly,1.57052252520215
25,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,nose development,1.57052252520215
26,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,regulation of amyloid fibril formation,1.57052252520215
27,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,negative regulation of protein homooligomerization,1.57052252520215
28,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,response to ammonium ion,1.57052252520215
29,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,genetic imprinting,1.57052252520215
30,Cellular Component,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,chromatin silencing complex,1.57052252520215
31,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,negative regulation of activin receptor signaling pathway,1.52009524847134
32,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,GABA receptor binding,1.52009524847134
33,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,transcription corepressor activity,1.49625414769393
34,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,adenylate cyclase binding,1.47506264211099
35,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,benzodiazepine receptor activity,1.47506264211099
36,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,protein kinase C activity,1.47506264211099
37,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,protein kinase C signaling,1.43439447481647
38,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,"synaptic transmission, GABAergic",1.43439447481647
39,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,heart process,1.43439447481647
40,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,prenyltransferase activity,1.43439447481647
41,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,skeletal muscle fiber development,1.39733006201737
42,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,ubiquinone metabolic process,1.33183044952376
43,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,negative regulation of hemopoiesis,1.33183044952376
44,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,negative regulation of anoikis,1.3025902516443
45,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Pvalb,P150,CORT,DEsingle,syntaxin-1 binding,1.3025902516443
0,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,regulation of organelle assembly,3.31906144278746
1,Biological Process,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,regulation of feeding behavior,3.25080425258176
2,Molecular Function,M_MUT_and_WT_F_P60_CORT,F,Sncg,E18,CORT,DEsingle,prenyltransferase activity,3.25080425258176
